Project ID,Project Status,Project Name,Street Number ,Street Name,Street Type,Zip Code,Planning Address,APN(s),Supervisor District,Planning Neighborhood,City Analysis Neighborhood,Lead Agency,Program Area,Project Type,Housing Tenure,Issuance of Notice to Proceed,Issuance of Building Permit,Issuance of First Construction Document,Estimated Construction Completion,Project Lead Sponsor,Project Co-Sponsor,Project Owner,DBI Permit Number,Planning  Case Number,Property Informaiton Map Link,Planning Entitlements,Entitlement Approval,Section 415 Declaration,Recording Number,Recording Date,Project Units,Affordable Units,Market Rate Units,% Affordable,SRO Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,5+ bd Units,Mobility Units,Manager Units,Manager Unit(s) Type,Family Units,Senior Units,TAY Units,Homeless Units,Disabled Units,20% AMI,30% AMI,50% AMI,55% AMI,60% AMI,80% AMI,90% AMI,100% AMI,120% AMI,150% AMI,Latitude,Longitude,Location
2016-007,(3) Design with Entitlements Approved,2177 3rd  (aka 590 19th),2177,3rd,St,94107,"700 ILLINOIS ST, SAN FRANCISCO, CA 94107",4045003,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,New Construction,Ownership,,,,,"M. Gaehwiler Construction, Inc.",,,"201306210213, 201602250567, 201603101755",2013.0784,http://propertymap.sfplanning.org/?search=2013.0784,"2013.0784CND,2013.0784E,2013.0784K,2013.0784U,2013.0784X",01/14/2016,On-site BMR Project ,,,109,17,92,16%,0,0,0,0,0,0,0,0,0,,17,0,0,0,0,0,0,0,0,0,0,17,0,0,0,37.762235530424498,-122.38829103881601,"(37.7622355304245, -122.388291038816)"
2016-008,(2) Predevelopment Feasibility,St Francis of Assisi,145,Guerrero,St,94103,Not Applicable,3533037,8,Mission,Mission,MOHCD,Bonds Only,Rehabilitation,Rental,10/01/2016,,,12/31/2017,Mercy Housing California,,"Mercy Housing 69, LP",,Not Applicable,,,,,,,110,109,1,99%,0,0,0,0,0,0,0,0,1,,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7689224559807,-122.423874060008,"(37.7689224559807, -122.423874060008)"
2016-009,(3) Design with Entitlements Approved,2100 Market ,2100,Market,St,94114,"2100 MARKET ST, SAN FRANCISCO, CA",3542041,8,Castro/Upper Market,Castro/Upper Market,MOHCD,Inclusionary,New Construction,Rental,,,,,Brian Spears Development (for self),,,,2014.0519,http://propertymap.sfplanning.org/?search=2014.0519,"2014.0519CUA,2014.0519E,2014.0519PPA,2014.0519U,2014.0519VAR",02/04/2016,On-site BMR Project ,2016-K286231,07/13/2016,60,7,53,12%,0,0,0,0,0,0,0,0,0,,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,37.767509425694399,-122.429431986078,"(37.7675094256944, -122.429431986078)"
2016-010,(3) Design with Entitlements Approved,2238-2254 Market,2238,Market,St,94114,2153 15TH ST 94114,3560005,8,Castro/Upper Market,Castro/Upper Market,MOHCD,Inclusionary,New Construction,Rental,,,,,Prado Group,,,,2014.1510,http://propertymap.sfplanning.org/?search=2014.1510,"2014.1510CND,2014.1510CUA,2014.1510ENV,2014.1510SHD,2014.1510SUB,2014.1510U",02/11/2016,On-site BMR Project ,,,45,5,40,11%,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,37.765461709699998,-122.43226698377499,"(37.7654617097, -122.432266983775)"
2016-011,(4) Site Work Permit Issued,580 De Haro,580,De Haro,St,94107,"580 DE HARO ST, SAN FRANCISCO, CA 94107",4008003,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,New Construction,Unknown,,09/23/2016,,,,,,,2013.1671,http://propertymap.sfplanning.org/?search=2013.1671,"2013.1671C,2013.1671E,2013.1671U",02/11/2016,Fee Payment ,,,12,0,12,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.762564798376701,-122.401698861555,"(37.7625647983767, -122.401698861555)"
2016-012,(3) Design with Entitlements Approved,988 Harrison,988,Harrison,St,94107,"377 06TH ST, SAN FRANCISCO, CA",3753148,6,South of Market,South of Market,MOHCD,Inclusionary,New Construction,Rental,,,,,988 Harrison LLC,,,,2014.0832,http://propertymap.sfplanning.org/?search=2014.0832,"2014.0832CUA,2014.0832E,2014.0832ENX,2014.0832PPA,2014.0832SHD,2014.0832U",02/25/2016,On-site BMR Project ,2016-K224065,03/31/2016,100,12,88,12%,0,0,0,0,0,0,0,0,0,,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,37.777664086070899,-122.404157098635,"(37.7776640860709, -122.404157098635)"
2016-026,(2) Predevelopment Feasibility,"HPSY Block 1, Hilltop",,Address not yet assigned,,94124,Not Applicable,4591C002,10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,,,,,Not Applicable,,,,,,,240,24,216,10%,0,0,0,0,0,0,0,0,0,,24,0,0,0,0,0,0,0,0,0,24,0,0,0,0,37.729497063447297,-122.370224647336,"(37.7294970634473, -122.370224647336)"
2016-013,(3) Design with Entitlements Approved,1567 California ,1567,California,St,94109,"1436 POLK ST, SAN FRANCISCO, CA 94109",0645014,3,Nob Hill,Nob Hill,MOHCD,Inclusionary,New Construction,Ownership,,,,,"1567 California, LLC",,,,2014.0284,http://propertymap.sfplanning.org/?search=2014.0284,"2014.0284CUA,2014.0284E,2014.0284U,2014.0284VAR,2015-004221ENF",02/25/2016,On-site BMR Project/Fee Payment,,,63,8,55,13%,0,0,0,0,0,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,37.790319068680503,-122.420276941506,"(37.7903190686805, -122.420276941506)"
2016-014,(2) Predevelopment Feasibility,Yosemite,480,Eddy,St,94109,480 EDDY ST 94109,0334014,6,Downtown/Civic Center,Tenderloin,MOHCD,Multifamily,Rehabilitation,Rental,07/01/2018,,,09/01/2019,Tenderloin Neighborhood Development Corporation,,Tenderloin Neighborhood Development Corporation,,2016-006801PRJ,http://propertymap.sfplanning.org/?search=2016-006801PRJ,2016-006801ENV,,,,,32,31,1,97%,0,30,1,0,0,0,0,0,1,Studio,31,0,0,0,0,0,8,23,0,0,0,0,0,0,0,37.783824120911198,-122.415504098976,"(37.7838241209112, -122.415504098976)"
2016-015,(2) Predevelopment Feasibility,Padre Palou,3400,16th ,St,94114,Not Applicable,3558113,8,Castro/Upper Market,Castro/Upper Market,MOHCD,Bonds Only,Rehabilitation,Rental,05/01/2017,,,07/02/2018,Mercy Housing California,,"16th and Church Street Associates, LP",,Not Applicable,,,,,,,18,18,0,100%,0,0,0,10,6,2,0,0,0,,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,37.764728873451503,-122.429001459495,"(37.7647288734515, -122.429001459495)"
2016-016,(2) Predevelopment Feasibility,Hunters View Phase III,201,West Point,Rd,94124,"0 SITUS TO BE ASSIGNED, SAN FRANCISCO, CA 94124",4624032,10,Bayview,Bayview Hunters Point,MOHCD,HOPE SF,New Construction,Rental,04/01/2018,11/03/2014,,01/01/2020,John Stewart Company,,"HV Partners 3, LP",,2009.1075,http://propertymap.sfplanning.org/?search=2009.1075,2009.1075F,,,,,54,54,0,100%,0,0,0,4,11,34,5,0,0,,54,0,0,0,0,0,0,54,0,0,0,0,0,0,0,37.735389024174196,-122.378586057305,"(37.7353890241742, -122.378586057305)"
2016-017,(2) Predevelopment Feasibility,"Block 48, Phase 3A, Block H",979,Oakdale,Ave,94124,Not Applicable,"4591D114, 4591D115, 4591D116, 4591D117, 4591D118, 4591D119",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,,,,,Not Applicable,,,,,,,14,2,12,14%,0,0,1,1,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,37.727531188514803,-122.37662242004301,"(37.7275311885148, -122.376622420043)"
2016-018,(2) Predevelopment Feasibility,"Block 48, Phase 3A, Block K",969,Oakdale,Ave,94124,Not Applicable,"4591D120, 4591D121, 4591D122, 4591D123, 4591D124, 4591D125, 4591D126, 4591D127, 4591D128, 4591D129, 4591D130, 4591D131",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,,,,,Not Applicable,,,,,,,26,3,23,12%,0,0,2,1,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,37.727508962520801,-122.375506077352,"(37.7275089625208, -122.375506077352)"
2016-019,(4) Site Work Permit Issued,88 Arkansas,88,Arkansas,St,94107,88 ARKANSAS ST 94107,3953002,10,Potrero Hill,Mission Bay,MOHCD,Inclusionary,New Construction,Rental,,11/09/2016,,,Patrick McNerney,,,"201511021443, 201606018846, 201606018851",2015-000453PRJ,http://propertymap.sfplanning.org/?search=2015-000453PRJ,"2014-003150PPA,2015-000453CND,2015-000453ENV,2015-000453ENX,2015-000453SHD",03/03/2016,On-site BMR Project ,2016-K227924,04/08/2016,127,25,102,20%,0,0,0,0,0,0,0,0,0,,25,0,0,0,0,0,0,0,25,0,0,0,0,0,0,37.765350917110602,-122.399133962112,"(37.7653509171106, -122.399133962112)"
2016-020,(3) Design with Entitlements Approved,655 Folsom,655,Folsom,St,94107,655 FOLSOM ST 94107,3750050,6,South of Market,Financial District/South Beach,MOHCD,Inclusionary,New Construction,Unknown,,,,,,,,201602099171,2013.0253,http://propertymap.sfplanning.org/?search=2013.0253,"2013.0253ENV,2013.0253ENX,2013.0253PPA,2013.0253U",03/10/2016,Fee Payment ,,,89,0,89,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.784374147651498,-122.3977741643,"(37.7843741476515, -122.3977741643)"
2016-021,(3) Design with Entitlements Approved,1066 Market ,1066,Market,St,94102,"1066 MARKET ST, SAN FRANCISCO, CA 94102",0350003,6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,New Construction,Unknown,,,,,,,,,2013.1753,http://propertymap.sfplanning.org/?search=2013.1753,"2013.1753C,2013.1753E,2013.1753PCA,2013.1753U,2013.1753V,2013.1753X",06/16/2016,Land Dedication ,,,304,85,219,28%,0,0,0,0,0,0,0,0,0,,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.781799007509903,-122.411741590749,"(37.7817990075099, -122.411741590749)"
2016-022,(3) Design with Entitlements Approved,430 Eddy,430,Eddy,St,94109,430 EDDY ST 94109,0334008,6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,New Construction,Ownership,,,,,430 Eddy Associates LLC,,,201605056698,2014.0400,http://propertymap.sfplanning.org/?search=2014.0400,"2014.0400CUA,2014.0400E,2014.0400PPA,2014.0400SHD,2014.0400U",03/17/2016,On-site BMR Project ,2016-K237191,04/27/2016,23,3,20,13%,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,37.783936712554798,-122.414833880316,"(37.7839367125548, -122.414833880316)"
2016-023,(3) Design with Entitlements Approved,1699 Market ,1699,Market,St,94103,"1699 MARKET ST, SAN FRANCISCO, CA",3504030,6,South of Market,Mission,MOHCD,Inclusionary,New Construction,Unknown,,,,,,,,"201406108024, 201605278573, 201605278578",2014.0484,http://propertymap.sfplanning.org/?search=2014.0484,"2014-002961CUA,2014.0484CND,2014.0484E,2014.0484PPA,2014.0484U",03/24/2016,Fee Payment ,,,160,0,160,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.772235894443298,-122.42187854513099,"(37.7722358944433, -122.421878545131)"
2016-024,(4) Site Work Permit Issued,22 Franklin,22,Franklin,St,94102,"22 FRANKLIN ST, SAN FRANCISCO, CA 94117",0836031,5,Downtown/Civic Center,Hayes Valley,MOHCD,Inclusionary,New Construction,Rental,,09/16/2016,,,"SST Investments, LLC; SB Global, LLC, Yosef Tahbazof",,,"201504093239, 201504093240",2013.1005,http://propertymap.sfplanning.org/?search=2013.1005,"2013.1005CND,2013.1005E,2013.1005U,2013.1005VAR,2013.1005X",03/31/2016,On-site BMR Project ,2016-K239905,05/03/2016,35,4,31,11%,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,37.774767691108302,-122.42059020201199,"(37.7747676911083, -122.420590202012)"
2016-027,(3) Design with Entitlements Approved,875 California,875,California,St,94108,"875 CALIFORNIA ST, SAN FRANCISCO, CA 94108",0256016,3,Chinatown,Nob Hill,MOHCD,Inclusionary,New Construction,Unknown,,,,,,,,201603091627,2014-000609PRJ,http://propertymap.sfplanning.org/?search=2014-000609PRJ,"2014-000609CND,2014-000609CUA,2014-000609ENV,2014-000609SHD,2014-000609VAR",04/07/2016,Fee Payment ,,,44,0,44,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.791787646162298,-122.408790973587,"(37.7917876461623, -122.408790973587)"
2016-028,(3) Design with Entitlements Approved,1601 Mission,1601,Mission,St,94103,1601 MISSION ST 94103,3514043,6,South of Market,Mission,MOHCD,Inclusionary,New Construction,Unknown,,,,,,,,,2014.1121,http://propertymap.sfplanning.org/?search=2014.1121,"2014.1121CND,2014.1121CUA,2014.1121DNX,2014.1121ENV,2014.1121PPA,2014.1121U,2014.1121VAR",04/07/2016,Fee Payment ,,,220,0,220,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.772040732191201,-122.41876324791301,"(37.7720407321912, -122.418763247913)"
2016-029,(3) Design with Entitlements Approved,1301 16th,1301,16th,St,94103,"130 WISCONSIN ST, SAN FRANCISCO, CA 94107",3954016,10,Potrero Hill,Mission Bay,MOHCD,Inclusionary,New Construction,Rental,,,,,"Sixteenth Street Center, LLC",,,,2013.0698,http://propertymap.sfplanning.org/?search=2013.0698,"2013.0698E,2013.0698U,2013.0698X",04/28/2016,On-site BMR Project ,2016-K290720,07/19/2016,172,28,144,16%,0,0,0,0,0,0,0,0,0,,28,0,0,0,0,0,0,0,0,0,0,28,0,0,0,37.765845144587303,-122.400239355238,"(37.7658451445873, -122.400239355238)"
2016-030,(2) Predevelopment Feasibility,462 Green,462,Green,St,94133,Not Applicable,0115018,3,North Beach,North Beach,MOHCD,Small Sites,Rehabilitation,Rental,,,,,Chinatown Community Development Center,,"CCDC Small Sites, LLC",,Not Applicable,,,,,,,6,6,0,100%,0,0,0,6,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,37.7999658007747,-122.406855435628,"(37.7999658007747, -122.406855435628)"
2016-031,(2) Predevelopment Feasibility,Swiss American,534,Broadway,,94133,534 BROADWAY 94133,0145010,3,North Beach,North Beach,MOHCD,Multifamily,Rehabilitation,Rental,,,,,Chinatown Community Development Center,,,201604285949,2016-013224PRJ,http://propertymap.sfplanning.org/?search=2016-013224PRJ,2016-013224VAR,,,,,66,65,1,98%,65,0,0,0,0,0,0,0,1,SRO,65,0,0,0,0,0,0,0,0,65,0,0,0,0,0,37.798235435945898,-122.40615804472699,"(37.7982354359459, -122.406158044727)"
2016-032,(2) Predevelopment Feasibility,Garden Court Apartments,1637,15th ,St,94103,Not Applicable,3554055,9,Mission,Mission,MOHCD,Multifamily,Rehabilitation,Rental,,,,,Mission Housing Development Corporation,,,,Not Applicable,,,,,,,16,16,0,100%,0,10,6,0,0,0,0,0,0,,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,37.766396477527699,-122.420446080799,"(37.7663964775277, -122.420446080799)"
2016-033,(2) Predevelopment Feasibility,3434 18th ,3434,18th,St,94110,Not Applicable,3576032,9,Mission,Mission,MOHCD,Multifamily,Rehabilitation,Rental,,,,,Mission Housing Development Corporation,,,,Not Applicable,,,,,,,8,8,0,100%,0,6,2,0,0,0,0,0,0,,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,37.761987171112203,-122.420268769532,"(37.7619871711122, -122.420268769532)"
2016-034,(2) Predevelopment Feasibility,70-74 Moss,70-74,Moss,St,94103,Not Applicable,3731054A,6,South of Market,South of Market,MOHCD,Multifamily,Rehabilitation,Rental,,,,,Mission Housing Development Corporation,,,,Not Applicable,,,,,,,5,5,0,100%,0,0,4,0,0,1,0,0,0,,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,37.777465821138499,-122.40794982439201,"(37.7774658211385, -122.407949824392)"
2016-035,(2) Predevelopment Feasibility,2943-2947 16th,2943-2947 ,16th ,St,94103,Not Applicable,3570047A,9,Mission,Mission,MOHCD,Multifamily,Rehabilitation,Rental,,,,,Mission Housing Development Corporation,,,,Not Applicable,,,,,,,8,8,0,100%,0,0,8,0,0,0,0,0,0,,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,37.764894579706798,-122.41848467495301,"(37.7648945797068, -122.418484674953)"
2016-036,(2) Predevelopment Feasibility,Dudley Apartments,172,6th ,St,94103,Not Applicable,3726010,6,South of Market,South of Market,MOHCD,Multifamily,Rehabilitation,Rental,,,,,Mercy Housing California,,"Mercy Housing California XXII, LP",,Not Applicable,,,,,,,75,74,1,99%,25,25,24,0,0,0,0,2,1,1bd,49,0,0,25,0,0,0,74,0,0,0,0,0,0,0,37.779830995233198,-122.407795168636,"(37.7798309952332, -122.407795168636)"
2016-037,(2) Predevelopment Feasibility,Howard  Apartments,1601-1617,Howard,St,94103,Not Applicable,3515001,6,South of Market,Mission,MOHCD,Multifamily,Rehabilitation,Rental,,,,,Tenderloin Neighborhood Development Corporation,,Tenderloin Neighborhood Development Corporation,,Not Applicable,,,,,,,12,12,0,100%,0,0,0,12,0,0,0,1,0,,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,37.771393625616199,-122.41678945070601,"(37.7713936256162, -122.416789450706)"
2016-038,(2) Predevelopment Feasibility,Washburn Hotel,42,Washburn,St,94103,Not Applicable,3509044,6,South of Market,South of Market,MOHCD,Multifamily,Rehabilitation,Rental,,,,,Conard House,,,,Not Applicable,,,,,,,22,22,0,100%,22,0,0,0,0,0,0,0,0,,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,37.775282513724498,-122.41459042609399,"(37.7752825137245, -122.414590426094)"
2016-039,(2) Predevelopment Feasibility,El Dorado,150,9th,St,94103,Not Applicable,3509007,6,South of Market,South of Market,MOHCD,Multifamily,Rehabilitation,Rental,,,,,Conard House,,,,Not Applicable,,,,,,,57,57,0,100%,57,0,0,0,0,0,0,0,0,,0,0,0,10,47,0,0,57,0,0,0,0,0,0,0,37.775369569546299,-122.414112966131,"(37.7753695695463, -122.414112966131)"
2016-040,(2) Predevelopment Feasibility,Hazel Betsey Apts,3554,17th,St,94110,Not Applicable,3567020,8,Mission,Mission,MOHCD,Multifamily,Rehabilitation,Rental,,,,,Bernal Heights Housing Corporation,,Bernal Heights Housing Corporation,,Not Applicable,,,,,,,9,9,0,100%,0,6,3,0,0,0,0,3,0,,9,0,0,0,,0,9,0,0,0,0,0,0,0,0,37.763338877344097,-122.425127888956,"(37.7633388773441, -122.425127888956)"
2016-041,(2) Predevelopment Feasibility,Haight  Apartments,398,Haight,St,94102,Not Applicable,0850003E,5,Western Addition,Hayes Valley,MOHCD,Multifamily,Rehabilitation,Rental,,,,,Tenderloin Neighborhood Development Corporation,,Tenderloin Neighborhood Development Corporation,,Not Applicable,,,,,,,12,12,0,100%,0,0,9,3,0,0,0,0,0,,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,37.772532388522301,-122.428616704771,"(37.7725323885223, -122.428616704771)"
2016-043,(2) Predevelopment Feasibility,2782-2786 24th,2782-2786,24th,St,94110,Not Applicable,4210019,9,Mission,Mission,MOHCD,Multifamily,Rehabilitation,Rental,,,,,Mission Housing Development Corporation,,,,Not Applicable,,,,,,,3,3,0,100%,0,0,1,0,2,0,0,0,0,,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,37.753101703590502,-122.407891868684,"(37.7531017035905, -122.407891868684)"
2016-044,(2) Predevelopment Feasibility,890-896 Capp,890-896,Capp,St,94110,Not Applicable,3642049,9,Mission,Mission,MOHCD,Multifamily,Rehabilitation,Rental,,,,,Mission Housing Development Corporation,,,,Not Applicable,,,,,,,4,4,0,100%,0,0,1,2,1,0,0,0,0,,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,37.752454061253196,-122.417563394239,"(37.7524540612532, -122.417563394239)"
2016-045,(2) Predevelopment Feasibility,"Block 48, Phase 2A, Block F",889,La Salle,Ave,94124,Not Applicable,"4591D050, 4591D051, 4591D052, 4591D053, 4591D054, 4591D055",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,,,,,Not Applicable,,,,,,,40,6,34,15%,0,0,1,5,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,37.728275388132801,-122.37728020422399,"(37.7282753881328, -122.377280204224)"
2016-046,(2) Predevelopment Feasibility,"Block 48, Phase 2A, Block J",879,La Salle,Ave,94124,Not Applicable,"4591D057, 4591D058, 4591D059, 4591D060, 4591D061, 4591D062",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,,,,,Not Applicable,,,,,,,40,6,34,15%,0,0,2,4,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,37.728128419549797,-122.376506781714,"(37.7281284195498, -122.376506781714)"
2016-047,(2) Predevelopment Feasibility,"Block 48, Phase 2A, Block M",869,La Salle,Ave ,94124,Not Applicable,"4591D064, 4591D065, 4591D066, 4591D067, 4591D068, 4591D069, 4591D070",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,,,,,Not Applicable,,,,,,,40,6,34,15%,0,0,2,4,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,37.728080844560601,-122.37572333939499,"(37.7280808445606, -122.375723339395)"
2016-048,(3) Design with Entitlements Approved,Oceanwide Center,40,1st,St,94105,78 01ST ST 94105,3708003,6,Financial District,Financial District/South Beach,MOHCD,Inclusionary,New Construction,Unknown,,,,,,,,"201510301302, 201510301303, 201510301311, 201603172322, 201603172325, 201603172326, 201603172327, 201604215368, 201604215374, 201604215375, 201609097343 ",2006.1523,http://propertymap.sfplanning.org/?search=2006.1523,"2006.1523B,2006.1523CUA,2006.1523DNX,2006.1523E,2006.1523E_3,2006.1523E_5,2006.1523GPR,2006.1523MCM,2006.1523OFA-02,2006.1523PCA,2006.1523SHD,2006.1523VAR",05/05/2016,Fee Payment ,,,265,0,265,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7898934631421,-122.398415842585,"(37.7898934631421, -122.398415842585)"
2016-049,(3) Design with Entitlements Approved,901 16th,901,16th,St,94107,"941 16TH ST, SAN FRANCISCO, CA 94107",3949001,10,Potrero Hill,Mission Bay,MOHCD,Inclusionary,New Construction,Rental,,,,,"Potrero Partners, LLC",,,,2011.1300,http://propertymap.sfplanning.org/?search=2011.1300,"2011.1300E,2011.1300K,2011.1300PPA,2011.1300U,2011.1300X",05/12/2016,On-site BMR Project,,,260,42,218,16%,0,0,0,0,0,0,0,0,0,,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,37.765836629341202,-122.395688368737,"(37.7658366293412, -122.395688368737)"
2016-050,(3) Design with Entitlements Approved,1200 17th,1200,17th,St,94107,"941 16TH ST, SAN FRANCISCO, CA 94107",3949001,10,Potrero Hill,Mission Bay,MOHCD,Inclusionary,New Construction,Rental,,,,,"Potrero Partners, LLC",,,,2011.1300,http://propertymap.sfplanning.org/?search=2011.1300,"2011.1300E,2011.1300K,2011.1300PPA,2011.1300U,2011.1300X",05/12/2016,Fee Payment,,,135,0,135,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.765836629341202,-122.395688368737,"(37.7658366293412, -122.395688368737)"
2016-051,(3) Design with Entitlements Approved,915 Minna,915,Minna,St,94103,915 MINNA ST 94103,3510058,6,South of Market,South of Market,MOHCD,Inclusionary,New Construction,Rental,,,,,"Alta Investors, LP",,,201602190104,2015-002600PRJ,http://propertymap.sfplanning.org/?search=2015-002600PRJ,"2015-002600ENV,2015-002600ENX,2015-002600PPA,2015-002600SHD",05/12/2016,On-site BMR Project,2016-K313220,08/24/2016,46,6,40,13%,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,37.774233388077597,-122.415805840385,"(37.7742333880776, -122.415805840385)"
2016-052,(3) Design with Entitlements Approved,2224 Clement,2224,Clement,St,94121,2224 CLEMENT ST 94121,1410021,1,Outer Richmond,Outer Richmond,MOHCD,Inclusionary,New Construction,Unknown,,,,,,,,,2014-001676PRJ,http://propertymap.sfplanning.org/?search=2014-001676PRJ,"2014-001676CND,2014-001676CUA,2014-001676ENV,2014-001676PPA,2014-001676VAR",05/12/2016,Fee Payment,2016-K337633,10/03/2016,16,0,16,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7823345891995,-122.483417300394,"(37.7823345891995, -122.483417300394)"
2016-053,(3) Design with Entitlements Approved,3701 Noriega,3701,Noriega,St,94122,3701 NORIEGA ST 94122,2081001,4,Outer Sunset,Sunset/Parkside,MOHCD,Inclusionary,New Construction,Unknown,,,,,,,,,2014-002414PRJ,http://propertymap.sfplanning.org/?search=2014-002414PRJ,"2014-002414CUA,2014-002414ENV,2014-002414PPA,2014-002414VAR",05/12/2016,Fee Payment,2016-K279872,06/27/2016,12,0,12,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7528079179678,-122.503572961223,"(37.7528079179678, -122.503572961223)"
2016-054,(3) Design with Entitlements Approved,469 Eddy,469,Eddy,St,94102,"469 EDDY ST, SAN FRANCISCO, CA 94109",0337014A,6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,New Construction,Ownership,,,,,"469 Eddy Street, LLC",,,201512094600,2014.0562,http://propertymap.sfplanning.org/?search=2014.0562,"2014.0562CUA,2014.0562E,2014.0562SHD,2014.0562U,2014.0562VAR",05/12/2016,On-site BMR Project,2016-K330762,09/19/2016,28,4,24,14%,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,37.783303868302198,-122.41531871993899,"(37.7833038683022, -122.415318719939)"
2016-069,(2) Predevelopment Feasibility,Forest Hills Christian Church Homes,250,Laguna Honda,Blvd,94116,250 LAGUNA HONDA BLVD 94116,2819021,7,West of Twin Peaks,West of Twin Peaks,MOHCD,Multifamily,New Construction,Rental,,,,,Christian Church Homes,Northern California Presbyterian Homes & Services,,,2016-004598PRJ,http://propertymap.sfplanning.org/?search=2016-004598PRJ,"2016-004598PPA,2016-004598PRV",,,,,150,149,1,99%,0,42,107,0,0,0,0,0,1,2bd,0,119,0,30,0,0,42,35,0,72,0,0,0,0,0,37.750244953635601,-122.461182731386,"(37.7502449536356, -122.461182731386)"
2016-055,(3) Design with Entitlements Approved,2000-2070 Bryant,2000,Bryant,St,94110,"2000 BRYANT ST, SAN FRANCISCO, CA 94110",4022001,9,Mission,Mission,MOHCD,Inclusionary,New Construction,Rental,,,,,Nick Podell Company,,,"201406239100, 201406239109",2013.0677,http://propertymap.sfplanning.org/?search=2013.0677,"2013.0677APL,2013.0677CUA,2013.0677E,2013.0677E_3,2013.0677PPA,2013.0677U,2013.0677X",05/19/2016,On-site BMR Project/Land Dedication,2016-K357587,11/15/2016,199,3,196,2%,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,37.761194252521101,-122.41055174610401,"(37.7611942525211, -122.410551746104)"
